Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Artur,Öberg,Idrottsgränd 220,Uppsala,17695,Sverige,SE,19750512-7748,+46,0704-30 74 46,1975-05-12,True
Sara,Nilsson,Backstigen 230,Alingsås,65750,Sverige,SE,19490306-5508,+46,08-35 76 93,1949-03-06,True
Kaarina,Laurila,Waseniuksen puistopolku 623,Oripää,48617,Finland,FI,19670320-8420,+358,017 131 7446,1967-03-20,True
Ingegerd,Lundgren,Ängsstigen 867,Ängelholm,85578,Sverige,SE,19530503-5771,+46,08-504 43 27,1953-05-03,True
Jon,Engen,Rønningstubben 9,Fredriksen,0891,Norge,NO,19431118-8766,+47,42259196,1943-11-18,True
Daniel,Antonsen,Aasenbakken 769,Isaksen,9908,Norge,NO,19480105-4920,+47,+47 01 38 63 99,1948-01-05,True
Anette,Berntsen,Knudsenjordet 06,Bøe,0758,Norge,NO,19920719-0319,+47,24 48 75 27,1992-07-19,True
Åke,Nielsen,Skolstigen 375,Växjö,52978,Sverige,SE,19840828-8918,+46,086-97 33 86,1984-08-28,False
Birgitta,Svensson,Trädgårdsgatan 19,Karlskrona,98940,Sverige,SE,19780902-4209,+46,+46 (0)03 11 15 60,1978-09-02,True
Karin,Jensen,Iversenkollen 7,Beritsund,1596,dorge,NO,19771206-1486,+47,85 11 27 51,1977-12-06,True
Melissa,Cohen,Wright Lakes 508,Lake Scottland,37511,Danmark,DK,19741107-0032,+45,+1-350-319-2517x23029,1974-11-07,True
Maria,Johnsson,Nygränd 7,Karlstad,74240,Sverige,SE,19550812-8953,+46,+46 (0)8 062 987 70,1955-08-12,True
Sofia,Jonsson,Grangränd 406,Lidköping,12779,Sverige,SE,19951211-9452,+46,+46 (0)8 600 997 71,1995-12-11,True
Susanna,Laakkonen,Yrjönbulevardi 88,Ilmajoki,83654,Finland,FI,19700421-7584,+358,+358197307838,1970-04-21,True
Frode,Sæther,Sivertsentunet 3,Arildbø,7856,Norge,NO,19540316-6627,+47,29 52 03 67,1954-03-16,True
Gunnar,Kristiansen,Solheimbakken 8B,Haugland,9992,Norge,NO,19760503-2006,+47,69402139,1976-05-03,True
Torsten,Andersson,Strandgatan 240,Örebro,98807,Sverige,SE,19720412-8216,+46,007-938 96 82,1972-04-12,True
Emilia,Laine,Porekatu 341,Pomarkku,98152,Finland,FI,19840914-795J,+358,(+358) 082998984,1984-09-14,True
Svein,Mathisen,Ellingsenløkka 86,Berg,2102,Norge,NO,19420720-1038,+47,915 30 041,1942-07-20,True
Asbjørn,Haugland,Gulbrandsenbråten 47B,Asbjørneid,0985,Norge,NO,19740211-0506,+47,23 00 32 67,1974-02-11,True
Elsa,Persson,Ektorget 71,Kristianstad,11132,Sverige,SE,19860125-9270,+46,08-605 63 90,1986-01-25,True
Ellen,Ellingsen,Solbergtjernet 69,Olahelle,1935,Norge,NO,19770627-4816,+47,466 90 735,1977-06-27,True
Magdalena,Karlsson,Fabriksgatan 865,Nyköping,42583,Sverige,SE,19510406-0159,+46,+46 (0)456 223 90,1951-04-06,True
Else,Brekke,Antonsensvingen 93B,Hauge,6408,Norge,NO,19461028-8485,+47,969 46 764,1946-10-28,True
Emanuel,Larsson,Fabriksgränd 843,Norrköping,40696,Sverige,SE,19951226-1356,+46,+46 (0)119 151 05,1995-12-26,True
Margareta,Karlsson,Aspgränd 629,Borlänge,40953,Sverige,SE,19691004-5998,+46,08-800 175 00,1969-10-04,True
Juha,Hirvonen,Taimistonkatu 7,Pedersören kunta,06568,Finland,FI,19580827-0020,+358,+358650071264,1958-08-27,True
Ryan,Hooper,Pamela Forge 9866,Russellport,19762,Danmark,DK,19690419-9572,+45,734-671-0500x5962,1969-04-19,True
Signe,Jonsson,Grangatan 2,Linköping,94834,Sverige,SE,19441228-3060,+46,087-898 06 15,1944-12-28,True
Karl,Mattsson,Nyvägen 75,Trollhättan,15097,Sverige,SE,19420126-4878,+46,+46 (0)97 47 29 20,1942-01-26,True
Heather,Johnson,Ronald Union 129,Kellyland,75469,Danmark,DK,19670716-6065,+45,+1-249-281-5932x834,1967-07-16,True
Dennis,Börjesson,Kvarnvägen 262,Uddevalla,50609,Sverige,SE,19400704-1206,+46,0552-25 66 61,1940-07-04,True
Tyler,Leblanc,Eric Plain 30392,Marquezfort,14731,Danmark,DK,19400221-1627,+45,+1-910-973-5771x794,1940-02-21,True
Erik,Nilsson,Kyrkgatan 082,Lund,23220,Sverige,SE,19770922-8369,+46,0040-301 53,1977-09-22,True
Craig,Nixon,Brooks Shoals 18647,Meganberg,21693,Danmark,DK,19700203-8026,+45,895-579-2148,1970-02-03,True
Charlotta,Kristiansson,Parkvägen 081,Falun,24371,Sverige,SE,19601202-3811,+46,+46 (0)740 511 59,1960-12-02,True
Rolf,Hauge,Johnsenspranget 92,Lisesand,3012,Norge,NO,19910503-8460,+47,98399878,1991-05-03,True
Tiina,Backman,Uunisepänkatu 804,Evijärvi,25623,Finland,FI,19840919-618R,+358,037 101 4623,1984-09-19,True
Lars,Carlsson,Furustigen 6,Göteborg,27717,Sverige,SE,19750813-8791,+46,+46 (0)8 802 295 81,1975-08-13,True
Birgitta,Alm,Furugatan 7,Örnsköldsvik,92484,Sverige,SE,19530512-7996,+46,+46 (0)8 542 649 35,1953-05-12,True
Ashley,Johnson,Lisa Stream 45719,Lake Lucas,49539,Danmark,DK,19901023-8248,+45,(301)783-4986,1990-10-23,True
Anna,Lundström,Skogsvägen 26,Halmstad,98382,Sverige,SE,19980613-1966,+46,014-11 45 30,1998-06-13,True
Susan,Cook,Taylor Islands 9521,New Timothyfort,87139,Danmark,DK,19980325-7339,+45,576-546-2636x0477,1998-03-25,True
Maria,Larsson,Parkgränd 1,Mölndal,67024,Sverige,SE,19481123-7293,+46,077-16 53 62,1948-11-23,True
Steven,Mcknight,Shannon Estates 739,Vasquezborough,70130,Danmark,DK,19600318-3006,+45,001-585-373-7886,1960-03-18,True
Wenche,Jenssen,Kristiansenhøgda 2,Marivåg,6094,Norge,NO,19420109-6042,+47,40349809,1942-01-09,True
Robert,Blomqvist,Skolstigen 272,Skellefteå,56825,Sverige,SE,19950708-0162,+46,+46 (0)609 358 79,1995-07-08,True
Karin,Lie,Martinsenstien 00,Toreby,7201,Norge,NO,19920714-6072,+47,59 91 05 18,1992-07-14,True
Kevin,Miller,Watkins Freeway 0729,Lake Barbara,62738,Danmark,DK,19480723-2805,+45,+1-277-701-7729,1948-07-23,True
Margareta,Eriksson,Furuvägen 904,Malmö,79322,Sverige,SE,19500307-8979,+46,08-224 466 30,1950-03-07,True
Brita,Björklund,Åkergränd 6,Varberg,50440,Sverige,SE,19961218-5523,+46,08-944 24 60,1996-12-18,True
Desiree,Thomas,Dana Springs 216,Karastad,91917,Danmark,DK,19740201-7377,+45,920-325-9330x26307,1974-02-01,True
Emily,Decker,Phillips Shores 2104,Joshuaton,41300,Danmark,DK,19490104-5208,+45,(764)492-0394x86927,1949-01-04,True
Lars,Solheim,Lienalléen 46A,Johannessen,2193,Norge,NO,19651114-8010,+47,43461837,1965-11-14,True
Henri,Mäkinen,Fredrikinkatu 8,Nurmijärvi,89030,Finland,FI,19481024-888U,+358,(+358) 112695963,1948-10-24,True
Hilkka,Kanerva,Gunillanbulevardi 278,Muurame,25243,Finland,FI,19520430-483R,+358,+358 04 2426545,1952-04-30,True
Ingrid,Ellingsen,Haugegropa 19F,Ninastrøm,5710,Norge,NO,19620929-5351,+47,97684046,1962-09-29,True
Petra,Andersson,Ängstorget 39,Piteå,54355,Sverige,SE,19860111-3927,+46,+46 (0)62 77 60 72,1986-01-11,True
Roar,Karlsen,Engenhaugen 1,Royfoss,5272,Norge,NO,19600120-9800,+47,53 44 22 91,1960-01-20,True
Eva,Norman,Parkstigen 9,Uppsala,55519,Sverige,SE,19810122-4164,+46,0964-166 82,1981-01-22,True
Donna,Clay,Jonathan Vista 5468,North Daniel,10528,Danmark,DK,19670223-1642,+45,614.321.3701x545,1967-02-23,True
Jouni,Karlsson,Ilmattarenpolku 67,Toivakka,61065,Finland,FI,19651231-894K,+358,(+358) 737140290,1965-12-31,True
Karl,Jonsson,Furugatan 79,Jönköping,90054,Sverige,SE,19700719-4844,+46,08-760 042 84,1970-07-19,True
Paul,Jonasson,Grangatan 56,Jönköping,58404,Sverige,SE,19620418-1606,+46,08-297 27 57,1962-04-18,True
Raimo,Tamminen,Yrttimaantie 3,Suonenjoki,78071,Finland,FI,19660220-8319,+358,0688996329,1966-02-20,True
Maria,Eriksson,Fabriksgränd 2,Örnsköldsvik,33878,Sverige,SE,19751002-3128,+46,053-68 96 44,1975-10-02,True
Arne,Johansson,Kyrkogatan 14,Halmstad,61490,Sverige,SE,19831110-2896,+46,0892-44 52 42,1983-11-10,True
Ann,Larsson,Industrivägen 9,Uppsala,23961,Sverige,SE,19521006-2079,+46,0621-895 37,1952-10-06,True
Pål,Lie,Nguyentunet 8,Andresen,4053,Norge,NO,19850428-8580,+47,59460874,1985-04-28,True
Leif,Haugen,Kristensentjernet 8,Paulsen,4864,Norge,NO,19400803-7306,+47,944 00 449,1940-08-03,True
Agnes,Johansson,Ängsgatan 7,Helsingborg,77896,Sverige,SE,19580126-9008,+46,08-184 440 50,1958-01-26,True
Peter,Sundström,Aspvägen 2,Linköping,89268,Sverige,SE,19910530-2311,+46,+46 (0)8 016 619 22,1991-05-30,True
Arne,Persson,Villastigen 5,Piteå,11180,Sverige,SE,19520819-5447,+46,+46 (0)8 732 717 83,1952-08-19,True
Ruth,Pierce,Ramos Corners 07934,Johnsonmouth,54137,Danmark,DK,19900820-9495,+45,+1-559-250-4207,1990-08-20,True
Jo,Maldonado,Richard Forge 9884,Andersonmouth,75129,Danmark,DK,19501212-1218,+45,930-774-9052x05488,1950-12-12,True
Matias,Lindholm,Willebrandinbulevardi 054,Kärsämäki,91351,Finland,FI,19700707-789A,+358,+358 42 0560509,1970-07-07,True
Shane,Davis,April Plaza 3227,Port Jamesport,91236,Danmark,DK,19480720-3820,+45,394-422-8792x53520,1948-07-20,True
May,Nguyen,Brekkelyngen 7,Ninaøy,3313,Norge,NO,19930119-2890,+47,08716380,1993-01-19,True
Olof,Olausson,Stortorget 5,Stockholm,88706,Sverige,SE,19410520-6588,+46,08-958 183 42,1941-05-20,True
Elisabet,Johansson,Bäckstigen 649,Södertälje,74269,Sverige,SE,19810828-1202,+46,+46 (0)314 534 20,1981-08-28,True
Michelle,Mccullough,Coleman Turnpike 4677,South Chadborough,37441,Danmark,DK,19750808-6172,+45,(679)604-8538x2928,1975-08-08,True
Daniel,Brewer,David Isle 6207,Port Robertahaven,52996,Danmark,DK,19461105-7698,+45,+1-651-745-5175x030,1946-11-05,True
Paula,Parker,Thomas Trail 245,Joshuashire,12064,Danmark,DK,19931018-2223,+45,686.850.1057,1993-10-18,True
April,Mccarthy,Ann Motorway 772,Lake Josephton,71211,Danmark,DK,19520822-5319,+45,001-685-796-4297,1952-08-22,True
Elisabeth,Lindberg,Parktorget 16,Göteborg,42555,Sverige,SE,19471002-1527,+46,0520-09 51 39,1947-10-02,True
Unni,Karlsen,Kristoffersenflata 7,Alfberg,8267,Norge,NO,19921104-7705,+47,954 76 642,1992-11-04,True
Brian,Montes,Gina Ford 44732,Victoriaburgh,96738,Danmark,DK,19480708-8056,+45,3403814289,1948-07-08,True
Kim,Henriksson,Idrottsvägen 72,Mölndal,70437,Sverige,SE,19950119-9986,+46,+46 (0)10 49 34 96,1995-01-19,True
Therese,Persson,Skolvägen 1,Luleå,73198,Sverige,SE,19460609-2675,+46,+46 (0)107 935 73,1946-06-09,True
Aulikki,Uusitalo,Betleheminkuja 31,Kitee,05522,Finland,FI,19980222-529B,+358,0081458216,1998-02-22,True
Per,Larsen,Olsenkollen 4,Andersen,0804,Norge,NO,19471110-6906,+47,26119269,1947-11-10,True
Inga,Andersson,Industristigen 55,Uppsala,45174,Sverige,SE,19681008-7111,+46,0664-939 63,1968-10-08,True
Timothy,Lynch,Michael Summit 8797,Ashleybury,16814,Danmark,DK,19780513-9513,+45,881-255-2360x92587,1978-05-13,True
Aleksandra,Tirkkonen,Döbelninkatu 9,Parikkala,03785,Finland,FI,19460531-152U,+358,+358225750157,1946-05-31,True
Manuel,Hudson,Payne Landing 51530,Wilsonfurt,02391,Danmark,DK,19490529-0322,+45,001-399-825-7095x0909,1949-05-29,True
Karl,Karlsson,Strandvägen 06,Eskilstuna,15212,Sverige,SE,19921225-7250,+46,08-13 70 25,1992-12-25,True
Nicklas,Larsson,Nyvägen 58,Skellefteå,17419,Sverige,SE,19881117-0024,+46,+46 (0)427 020 95,1988-11-17,True
Line,Myhre,Arnesenkollen 9,Birkeland,6046,Norge,NO,19810801-4998,+47,40234453,1981-08-01,True
Harald,Nguyen,Bakkeholtet 55,Eliassen,7764,Norge,NO,19500724-0422,+47,998 97 396,1950-07-24,True
Jørgen,Brekke,Simonsenstubben 4,Hildehamn,7831,Norge,NO,19520714-0694,+47,35033887,1952-07-14,True
Ingvar,Linder,Skogsgränd 726,Trelleborg,37041,Sverige,SE,19910827-0078,+46,+46 (0)88 00 38 66,1991-08-27,True
Malin,Gustavsson,Nygatan 67,Örnsköldsvik,27321,Sverige,SE,19741115-4911,+46,08-96 58 52,1974-11-15,True
Gun,Eklund,Idrottsgränd 542,Kalmar,83211,Sverige,SE,19440129-8960,+46,+46 (0)538 365 74,1944-01-29,True
Kristina,Sandström,Fabriksgatan 6,Lidköping,12894,Sverige,SE,19491221-4070,+46,+46 (0)399 891 34,1949-12-21,True
Adrian,Ahmed,Jensenstranda 65,Danielsen,2557,Norge,NO,19671211-2067,+47,+47 40 78 67 75,1967-12-11,True
Siv,Jensen,Haugløkka 4,Jangrunn,4007,Norge,NO,19900602-2505,+47,42692692,1990-06-02,True
Jeanette,Molin,Parktorget 4,Borlänge,69923,Sverige,SE,19921101-7222,+46,+46 (0)8 444 178 58,1992-11-01,True
Frida,Bengtsson,Skolgränd 139,Piteå,54977,Sverige,SE,19730925-6477,+46,+46 (0)06 70 70 56,1973-09-25,True
Erik,Andersson,Kyrkotorget 84,Linköping,29465,Sverige,SE,19790506-1005,+46,+46 (0)633 872 81,1979-05-06,True
Anna,Friberg,Trädgårdsgatan 603,Luleå,60198,Sverige,SE,19830326-7392,+46,+46 (0)137 154 01,1983-03-26,True
Tore,Åberg,Stationsgatan 937,Södertälje,65841,Sverige,SE,19630629-0010,+46,08-28 57 10,1963-06-29,True
Juhani,Ruuskanen,Immolantie 4,Finström,90342,Finland,FI,19970117-5460,+358,+358788214255,1997-01-17,True
Shelly,Hunt,John Forks 0590,South Michaelburgh,29762,Danmark,DK,19890201-2550,+45,+1-253-717-4165,1989-02-01,True
Harriet,Persson,Parktorget 71,Stockholm,51513,Sverige,SE,19971122-2149,+46,08-725 780 32,1997-11-22,True
Anniina,Halonen,Böstaksentie 5,Kumlinge,36706,Finland,FI,19691105-282T,+358,+358199757241,1969-11-05,True
Victoria,Brown,Destiny Burgs 93258,Millershire,99130,Danmark,DK,19920902-6257,+45,731-445-4482,1992-09-02,True
Charlotta,Lundqvist,Skogsvägen 8,Gävle,79144,Sverige,SE,19860414-4167,+46,087-97 58 49,1986-04-14,True
Karin,Pålsson,Skolgatan 6,Uppsala,91224,Sverige,SE,19890407-0590,+46,08-459 21 30,1989-04-07,True
Karolina,Strand,Industrivägen 69,Södertälje,21384,Sverige,SE,19671026-0208,+46,0609-07 34 20,1967-10-26,True
Helena,Lundgren,Ringgatan 1,Eskilstuna,61449,Sverige,SE,19781127-9320,+46,08-142 431 67,1978-11-27,True
William,Miles,Hernandez Plaza 825,West Maria,72698,Danmark,DK,19561116-9059,+45,+1-626-651-3116x518,1956-11-16,True
Susanna,Samuelsson,Skolvägen 92,Karlskoga,35158,Sverige,SE,19820327-4932,+46,08-644 087 67,1982-03-27,True
Stein,Karlsen,Gulbrandsenskrenten 6,Monavåg,7089,Norge,NO,19610715-5950,+47,90 07 32 64,1961-07-15,True
Ester,Jönsson,Ekgatan 7,Kalmar,27760,Sverige,SE,19841226-5957,+46,+46 (0)820 900 35,1984-12-26,True
Andreas,Andreasson,Kyrkgränd 98,Eskilstuna,19089,Sverige,SE,19440831-0593,+46,028-62 61 99,1944-08-31,True
Grethe,Engen,Hauglandmyra 56A,Sandvik,1931,Norge,NO,19420530-1748,+47,95319769,1942-05-30,True
Daniel,Johansson,Björkgatan 74,Helsingborg,62336,Sverige,SE,19760423-1130,+46,08-167 775 05,1976-04-23,True
Matilda,Andersson,Parktorget 88,Landskrona,59351,Sverige,SE,19600210-2565,+46,053-515 48 91,1960-02-10,True
Olof,Larsson,Stationsgränd 1,Skellefteå,75157,Sverige,SE,19731117-4201,+46,08-24 87 25,1973-11-17,False
Carina,Svensson,Kyrkogränd 4,Borlänge,52280,Sverige,SE,19980812-1743,+46,0457-47 36 14,1998-08-12,True
Bertil,Eriksson,Strandgatan 432,Sundsvall,41732,Sverige,SE,19590721-3450,+46,0117-816 91,1959-07-21,True
Erin,Moore,Paul Fall 240,Goodton,48815,Danmark,DK,19580610-4170,+45,+1-549-768-8130x303,1958-06-10,True
Elisabet,Svensson,Parkvägen 721,Trelleborg,75686,Sverige,SE,19451113-7024,+46,0358-924 40,1945-11-13,True
Eirik,Myklebust,Berntsenlyngen 3,Nilsstrand,8557,Norge,NO,19870125-2191,+47,+4701666366,1987-01-25,True
Berit,Berntsen,Hauglandgrenda 2A,Larsvåg,1431,Norge,NO,19690515-8816,+47,72589844,1969-05-15,True
Siri,Berntsen,Lundhagen 6,Bøe,8990,Norge,NO,19951119-7695,+47,+47 17 24 12 31,1995-11-19,True
Brian,King,Figueroa Points 34924,Juliaview,85639,Danmark,DK,19810108-9638,+45,001-913-231-9655x9339,1981-01-08,True
Lena,Holmberg,Stationsgatan 65,Sandviken,21609,Sverige,SE,19810714-2395,+46,088-207 73 92,1981-07-14,True
